date,time,weekday,os,country,page
2021-10-17,16:00:00,Sunday,Android,Australia,Checkout
2021-10-17,16:00:00,Sunday,Android,New Zealand,Detail
2021-10-17,17:00:00,Sunday,Mac,New Zealand,Checkout
2021-10-17,17:00:00,Sunday,iOS,United States,Shopping Cart
2021-10-17,17:00:00,Sunday,iOS,Russia,Detail
2021-10-17,17:00:00,Sunday,Mac,New Zealand,Landing
2021-10-17,17:00:00,Sunday,Android,New Zealand,Detail
2021-10-17,17:00:00,Sunday,Windows,Canada,Landing
2021-10-17,17:00:00,Sunday,iOS,United States,Detail
2021-10-17,17:00:00,Sunday,Android,United Kingdom,Detail
2021-10-17,17:00:00,Sunday,Windows,United States,Order completed
2021-10-17,17:00:00,Sunday,Windows,Germany,Order completed
2021-10-17,17:00:00,Sunday,Android,Canada,Shopping Cart
2021-10-17,17:00:00,Sunday,Mac,Australia,Order completed
2021-10-17,17:00:00,Sunday,Android,United States,Detail
2021-10-17,17:00:00,Sunday,Android,Australia,Shopping Cart
2021-10-17,17:00:00,Sunday,Windows,Australia,Landing
2021-10-17,17:00:00,Sunday,Android,New Zealand,Landing
2021-10-17,17:00:00,Sunday,iOS,New Zealand,Detail
2021-10-17,17:00:00,Sunday,iOS,Canada,Landing
2021-10-17,17:00:00,Sunday,Mac,Germany,Checkout
2021-10-17,17:00:00,Sunday,Mac,Russia,Checkout
2021-10-17,17:00:00,Sunday,Windows,Canada,Detail
2021-10-17,17:00:00,Sunday,Windows,United Kingdom,Landing
2021-10-17,17:00:00,Sunday,Mac,United Kingdom,Landing
2021-10-17,17:00:00,Sunday,Mac,United States,Detail
2021-10-17,17:00:00,Sunday,Linux,United States,Detail
2021-10-17,17:00:00,Sunday,iOS,Canada,Landing
2021-10-17,17:00:00,Sunday,Windows,United States,Detail
2021-10-17,17:00:00,Sunday,Windows,Russia,Shopping Cart
2021-10-17,17:00:00,Sunday,Android,United Kingdom,Shopping Cart
2021-10-17,18:00:00,Sunday,Mac,United Kingdom,Landing
2021-10-17,18:00:00,Sunday,Mac,United Kingdom,Detail
2021-10-17,18:00:00,Sunday,Android,Australia,Landing
2021-10-17,18:00:00,Sunday,Linux,Brazil,Detail
2021-10-17,18:00:00,Sunday,Mac,Australia,Landing
2021-10-17,18:00:00,Sunday,Windows,Mexico,Checkout
2021-10-17,18:00:00,Sunday,iOS,New Zealand,Order completed
2021-10-17,18:00:00,Sunday,Linux,United States,Detail
2021-10-17,18:00:00,Sunday,iOS,United States,Landing
2021-10-17,18:00:00,Sunday,Android,United Kingdom,Checkout
2021-10-17,18:00:00,Sunday,Mac,United Kingdom,Landing
2021-10-17,18:00:00,Sunday,Android,United States,Landing
2021-10-17,18:00:00,Sunday,Windows,United States,Landing
2021-10-17,18:00:00,Sunday,Mac,New Zealand,Checkout
2021-10-17,18:00:00,Sunday,iOS,United Kingdom,Shopping Cart
2021-10-17,18:00:00,Sunday,Windows,New Zealand,Checkout
2021-10-17,18:00:00,Sunday,Android,United States,Landing
2021-10-17,18:00:00,Sunday,Windows,United Kingdom,Landing
2021-10-17,18:00:00,Sunday,Windows,United States,Order completed
2021-10-17,18:00:00,Sunday,Android,Australia,Detail
2021-10-17,18:00:00,Sunday,Android,United Kingdom,Detail
2021-10-17,19:00:00,Sunday,Android,United Kingdom,Landing
2021-10-17,19:00:00,Sunday,Mac,United Kingdom,Landing
2021-10-17,19:00:00,Sunday,Windows,United States,Shopping Cart
2021-10-17,19:00:00,Sunday,Windows,United States,Detail
2021-10-17,19:00:00,Sunday,Windows,Canada,Detail
2021-10-17,19:00:00,Sunday,Windows,Australia,Landing
2021-10-17,19:00:00,Sunday,Windows,United States,Shopping Cart
2021-10-17,19:00:00,Sunday,Android,United States,Landing
2021-10-17,19:00:00,Sunday,Android,New Zealand,Detail
2021-10-17,19:00:00,Sunday,Linux,United States,Landing
2021-10-17,19:00:00,Sunday,Android,United States,Landing
2021-10-17,19:00:00,Sunday,Windows,United States,Landing
2021-10-17,19:00:00,Sunday,Linux,United States,Landing
2021-10-17,19:00:00,Sunday,Android,Russia,Checkout
2021-10-17,19:00:00,Sunday,Mac,Australia,Checkout
2021-10-17,19:00:00,Sunday,Mac,Canada,Landing
2021-10-17,20:00:00,Sunday,Windows,Canada,Landing
2021-10-17,20:00:00,Sunday,Mac,Australia,Detail
2021-10-17,20:00:00,Sunday,Windows,Canada,Checkout
2021-10-17,20:00:00,Sunday,Linux,Canada,Landing
2021-10-17,20:00:00,Sunday,Windows,Australia,Order completed
2021-10-17,20:00:00,Sunday,Windows,United States,Checkout
2021-10-17,20:00:00,Sunday,Windows,United Kingdom,Detail
2021-10-17,20:00:00,Sunday,Linux,New Zealand,Detail
2021-10-17,21:00:00,Sunday,Windows,Canada,Landing
2021-10-17,21:00:00,Sunday,Android,United Kingdom,Landing
2021-10-17,21:00:00,Sunday,Windows,United Kingdom,Order completed
2021-10-17,21:00:00,Sunday,Windows,Australia,Landing
2021-10-17,21:00:00,Sunday,Windows,Russia,Landing
2021-10-17,21:00:00,Sunday,Mac,Canada,Landing
2021-10-17,21:00:00,Sunday,Mac,United States,Landing
2021-10-17,21:00:00,Sunday,iOS,United Kingdom,Landing
2021-10-17,21:00:00,Sunday,Android,New Zealand,Detail
2021-10-17,21:00:00,Sunday,Windows,United States,Landing
2021-10-17,21:00:00,Sunday,Windows,United States,Order completed
2021-10-17,21:00:00,Sunday,Windows,Australia,Shopping Cart
2021-10-17,21:00:00,Sunday,Windows,New Zealand,Landing
2021-10-17,21:00:00,Sunday,Mac,Russia,Detail
2021-10-17,21:00:00,Sunday,Windows,United States,Checkout
2021-10-17,21:00:00,Sunday,Windows,Russia,Checkout
2021-10-17,21:00:00,Sunday,iOS,United States,Detail
2021-10-17,21:00:00,Sunday,Android,Canada,Order completed
2021-10-17,21:00:00,Sunday,iOS,Brazil,Landing
2021-10-17,21:00:00,Sunday,Android,United States,Landing
2021-10-17,21:00:00,Sunday,Android,Australia,Landing
2021-10-17,21:00:00,Sunday,Windows,Canada,Landing
2021-10-17,22:00:00,Sunday,Mac,Australia,Landing
2021-10-17,22:00:00,Sunday,iOS,Canada,Shopping Cart
2021-10-17,22:00:00,Sunday,Android,United States,Shopping Cart
2021-10-17,22:00:00,Sunday,Windows,Canada,Shopping Cart
2021-10-17,22:00:00,Sunday,Mac,United Kingdom,Order completed
2021-10-17,22:00:00,Sunday,Mac,New Zealand,Landing
2021-10-17,22:00:00,Sunday,Windows,United States,Landing
2021-10-17,22:00:00,Sunday,Mac,United States,Checkout
2021-10-17,22:00:00,Sunday,Mac,Canada,Detail
2021-10-17,22:00:00,Sunday,Android,United States,Landing
2021-10-17,23:00:00,Sunday,Windows,United Kingdom,Landing
2021-10-17,23:00:00,Sunday,Android,United States,Checkout
2021-10-17,23:00:00,Sunday,Windows,Canada,Landing
2021-10-17,23:00:00,Sunday,Windows,Mexico,Shopping Cart
2021-10-17,23:00:00,Sunday,iOS,Australia,Shopping Cart
2021-10-17,23:00:00,Sunday,Android,Australia,Checkout
2021-10-17,23:00:00,Sunday,Mac,United States,Landing
2021-10-17,23:00:00,Sunday,Android,Canada,Shopping Cart
2021-10-17,23:00:00,Sunday,Android,Canada,Landing
2021-10-18,00:00:00,Monday,Android,Russia,Landing
2021-10-18,00:00:00,Monday,Windows,Canada,Landing
2021-10-18,00:00:00,Monday,Mac,Canada,Shopping Cart
2021-10-18,00:00:00,Monday,Windows,United States,Order completed
2021-10-18,00:00:00,Monday,Android,Germany,Landing
2021-10-18,00:00:00,Monday,Windows,United States,Checkout
2021-10-18,00:00:00,Monday,Windows,United States,Landing
2021-10-18,00:00:00,Monday,Mac,Canada,Shopping Cart
2021-10-18,01:00:00,Monday,Android,Russia,Landing
2021-10-18,01:00:00,Monday,Android,United States,Landing
2021-10-18,01:00:00,Monday,Windows,United States,Order completed
2021-10-18,01:00:00,Monday,Windows,Canada,Order completed
2021-10-18,01:00:00,Monday,Mac,Canada,Detail
2021-10-18,01:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,01:00:00,Monday,Windows,United States,Landing
2021-10-18,01:00:00,Monday,Mac,Australia,Landing
2021-10-18,01:00:00,Monday,Mac,United States,Landing
2021-10-18,01:00:00,Monday,iOS,United States,Shopping Cart
2021-10-18,01:00:00,Monday,Windows,United Kingdom,Shopping Cart
2021-10-18,01:00:00,Monday,Mac,Canada,Detail
2021-10-18,02:00:00,Monday,Windows,New Zealand,Landing
2021-10-18,02:00:00,Monday,Mac,United States,Landing
2021-10-18,02:00:00,Monday,Windows,United States,Detail
2021-10-18,02:00:00,Monday,Linux,United States,Detail
2021-10-18,02:00:00,Monday,iOS,United Kingdom,Detail
2021-10-18,02:00:00,Monday,Linux,United States,Landing
2021-10-18,02:00:00,Monday,Mac,Canada,Order completed
2021-10-18,02:00:00,Monday,Mac,United Kingdom,Shopping Cart
2021-10-18,02:00:00,Monday,Mac,Canada,Detail
2021-10-18,03:00:00,Monday,Android,Canada,Detail
2021-10-18,03:00:00,Monday,Android,Canada,Checkout
2021-10-18,03:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,03:00:00,Monday,Mac,United States,Landing
2021-10-18,03:00:00,Monday,Android,Brazil,Landing
2021-10-18,03:00:00,Monday,iOS,United States,Landing
2021-10-18,03:00:00,Monday,Mac,Canada,Landing
2021-10-18,03:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,03:00:00,Monday,Android,New Zealand,Landing
2021-10-18,03:00:00,Monday,Android,United States,Shopping Cart
2021-10-18,04:00:00,Monday,Android,New Zealand,Landing
2021-10-18,04:00:00,Monday,Windows,United States,Landing
2021-10-18,04:00:00,Monday,Windows,Brazil,Detail
2021-10-18,04:00:00,Monday,Windows,Canada,Detail
2021-10-18,04:00:00,Monday,Windows,United States,Order completed
2021-10-18,04:00:00,Monday,Android,United States,Order completed
2021-10-18,04:00:00,Monday,iOS,United States,Shopping Cart
2021-10-18,04:00:00,Monday,iOS,Australia,Shopping Cart
2021-10-18,04:00:00,Monday,Android,Canada,Landing
2021-10-18,04:00:00,Monday,iOS,United Kingdom,Checkout
2021-10-18,04:00:00,Monday,Windows,Brazil,Shopping Cart
2021-10-18,04:00:00,Monday,Windows,Canada,Detail
2021-10-18,04:00:00,Monday,Windows,New Zealand,Shopping Cart
2021-10-18,04:00:00,Monday,iOS,United States,Shopping Cart
2021-10-18,05:00:00,Monday,Android,Australia,Landing
2021-10-18,05:00:00,Monday,Android,United States,Landing
2021-10-18,05:00:00,Monday,Windows,Canada,Landing
2021-10-18,05:00:00,Monday,Mac,United States,Shopping Cart
2021-10-18,05:00:00,Monday,Windows,United States,Detail
2021-10-18,05:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,05:00:00,Monday,Mac,United States,Landing
2021-10-18,05:00:00,Monday,Android,United Kingdom,Landing
2021-10-18,05:00:00,Monday,iOS,United Kingdom,Detail
2021-10-18,05:00:00,Monday,Windows,United States,Landing
2021-10-18,05:00:00,Monday,Android,United Kingdom,Landing
2021-10-18,06:00:00,Monday,Mac,United States,Checkout
2021-10-18,06:00:00,Monday,Windows,Australia,Detail
2021-10-18,06:00:00,Monday,Windows,United States,Landing
2021-10-18,06:00:00,Monday,Mac,New Zealand,Detail
2021-10-18,06:00:00,Monday,Mac,Australia,Landing
2021-10-18,06:00:00,Monday,iOS,New Zealand,Landing
2021-10-18,06:00:00,Monday,iOS,United States,Checkout
2021-10-18,06:00:00,Monday,Android,Australia,Detail
2021-10-18,06:00:00,Monday,Windows,United States,Landing
2021-10-18,06:00:00,Monday,Mac,Brazil,Shopping Cart
2021-10-18,06:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,06:00:00,Monday,Windows,United Kingdom,Shopping Cart
2021-10-18,06:00:00,Monday,Windows,United States,Landing
2021-10-18,07:00:00,Monday,Windows,Canada,Shopping Cart
2021-10-18,07:00:00,Monday,Android,Australia,Landing
2021-10-18,07:00:00,Monday,Windows,Canada,Landing
2021-10-18,07:00:00,Monday,Windows,Canada,Landing
2021-10-18,07:00:00,Monday,iOS,Canada,Landing
2021-10-18,07:00:00,Monday,Mac,Canada,Checkout
2021-10-18,07:00:00,Monday,Android,United States,Landing
2021-10-18,07:00:00,Monday,Windows,United Kingdom,Detail
2021-10-18,07:00:00,Monday,Linux,Canada,Order completed
2021-10-18,07:00:00,Monday,Android,New Zealand,Landing
2021-10-18,07:00:00,Monday,Mac,Russia,Landing
2021-10-18,08:00:00,Monday,Windows,United States,Order completed
2021-10-18,08:00:00,Monday,Windows,United Kingdom,Detail
2021-10-18,08:00:00,Monday,Mac,United Kingdom,Shopping Cart
2021-10-18,08:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,08:00:00,Monday,Android,Russia,Shopping Cart
2021-10-18,08:00:00,Monday,Android,United States,Shopping Cart
2021-10-18,09:00:00,Monday,Android,United States,Landing
2021-10-18,09:00:00,Monday,Mac,United Kingdom,Order completed
2021-10-18,09:00:00,Monday,Android,Australia,Order completed
2021-10-18,09:00:00,Monday,Windows,Australia,Checkout
2021-10-18,09:00:00,Monday,iOS,Canada,Detail
2021-10-18,09:00:00,Monday,Mac,Canada,Landing
2021-10-18,09:00:00,Monday,Windows,United States,Landing
2021-10-18,09:00:00,Monday,Windows,United States,Landing
2021-10-18,09:00:00,Monday,Windows,Australia,Detail
2021-10-18,09:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,09:00:00,Monday,Android,Canada,Shopping Cart
2021-10-18,10:00:00,Monday,Android,United States,Checkout
2021-10-18,10:00:00,Monday,Mac,Australia,Checkout
2021-10-18,10:00:00,Monday,Android,Australia,Checkout
2021-10-18,10:00:00,Monday,Android,New Zealand,Order completed
2021-10-18,10:00:00,Monday,Android,United States,Landing
2021-10-18,10:00:00,Monday,Mac,Canada,Detail
2021-10-18,10:00:00,Monday,Windows,United States,Landing
2021-10-18,10:00:00,Monday,Android,Canada,Detail
2021-10-18,10:00:00,Monday,Mac,Canada,Landing
2021-10-18,10:00:00,Monday,Windows,United States,Landing
2021-10-18,10:00:00,Monday,Android,Australia,Detail
2021-10-18,10:00:00,Monday,iOS,New Zealand,Order completed
2021-10-18,11:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,11:00:00,Monday,Android,Australia,Order completed
2021-10-18,11:00:00,Monday,Mac,United States,Detail
2021-10-18,11:00:00,Monday,Mac,United States,Landing
2021-10-18,11:00:00,Monday,Mac,New Zealand,Checkout
2021-10-18,11:00:00,Monday,iOS,Brazil,Detail
2021-10-18,11:00:00,Monday,Windows,New Zealand,Checkout
2021-10-18,11:00:00,Monday,Mac,Australia,Detail
2021-10-18,11:00:00,Monday,Android,United States,Landing
2021-10-18,11:00:00,Monday,Mac,New Zealand,Landing
2021-10-18,11:00:00,Monday,iOS,Australia,Landing
2021-10-18,11:00:00,Monday,Android,Brazil,Landing
2021-10-18,12:00:00,Monday,Windows,United States,Detail
2021-10-18,12:00:00,Monday,Android,Canada,Landing
2021-10-18,12:00:00,Monday,Mac,United Kingdom,Landing
2021-10-18,12:00:00,Monday,Mac,Australia,Shopping Cart
2021-10-18,12:00:00,Monday,Linux,Canada,Detail
2021-10-18,12:00:00,Monday,Windows,New Zealand,Landing
2021-10-18,12:00:00,Monday,Mac,Brazil,Checkout
2021-10-18,12:00:00,Monday,Android,Australia,Shopping Cart
2021-10-18,13:00:00,Monday,Android,Canada,Landing
2021-10-18,13:00:00,Monday,Windows,Canada,Landing
2021-10-18,13:00:00,Monday,Mac,United States,Landing
2021-10-18,13:00:00,Monday,Android,Australia,Landing
2021-10-18,13:00:00,Monday,Linux,Canada,Landing
2021-10-18,13:00:00,Monday,Android,United Kingdom,Landing
2021-10-18,13:00:00,Monday,Windows,Canada,Landing
2021-10-18,13:00:00,Monday,Windows,United States,Detail
2021-10-18,13:00:00,Monday,Mac,Brazil,Landing
2021-10-18,14:00:00,Monday,Mac,Canada,Shopping Cart
2021-10-18,14:00:00,Monday,Mac,New Zealand,Detail
2021-10-18,14:00:00,Monday,Mac,Brazil,Landing
2021-10-18,14:00:00,Monday,Windows,United Kingdom,Shopping Cart
2021-10-18,14:00:00,Monday,Mac,Australia,Landing
2021-10-18,14:00:00,Monday,Android,United States,Landing
2021-10-18,14:00:00,Monday,Windows,New Zealand,Shopping Cart
2021-10-18,14:00:00,Monday,Mac,United Kingdom,Detail
2021-10-18,14:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,14:00:00,Monday,iOS,United States,Shopping Cart
2021-10-18,14:00:00,Monday,Mac,United States,Detail
2021-10-18,14:00:00,Monday,Android,Russia,Shopping Cart
2021-10-18,14:00:00,Monday,Windows,United States,Landing
2021-10-18,14:00:00,Monday,Android,United Kingdom,Detail
2021-10-18,14:00:00,Monday,Mac,New Zealand,Shopping Cart
2021-10-18,15:00:00,Monday,Windows,Russia,Landing
2021-10-18,15:00:00,Monday,Windows,United States,Detail
2021-10-18,15:00:00,Monday,Android,Germany,Landing
2021-10-18,15:00:00,Monday,Android,United States,Shopping Cart
2021-10-18,15:00:00,Monday,Windows,United States,Landing
2021-10-18,15:00:00,Monday,iOS,United States,Landing
2021-10-18,15:00:00,Monday,Windows,Canada,Landing
2021-10-18,15:00:00,Monday,Android,Canada,Detail
2021-10-18,15:00:00,Monday,Android,United Kingdom,Order completed
2021-10-18,15:00:00,Monday,Windows,Mexico,Shopping Cart
2021-10-18,15:00:00,Monday,Windows,United States,Detail
2021-10-18,15:00:00,Monday,Android,Australia,Detail
2021-10-18,15:00:00,Monday,Android,United States,Landing
2021-10-18,15:00:00,Monday,Windows,New Zealand,Detail
2021-10-18,16:00:00,Monday,Mac,New Zealand,Landing
2021-10-18,16:00:00,Monday,iOS,Germany,Checkout
2021-10-18,16:00:00,Monday,Android,Australia,Order completed
2021-10-18,16:00:00,Monday,Windows,United States,Detail
2021-10-18,16:00:00,Monday,iOS,United Kingdom,Landing
2021-10-18,16:00:00,Monday,Android,United States,Landing
2021-10-18,16:00:00,Monday,Windows,United States,Landing
2021-10-18,16:00:00,Monday,Mac,United States,Landing
2021-10-18,16:00:00,Monday,Mac,Canada,Landing
2021-10-18,16:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,16:00:00,Monday,Android,Canada,Landing
2021-10-18,16:00:00,Monday,Windows,Australia,Shopping Cart
2021-10-18,16:00:00,Monday,Android,United States,Checkout
2021-10-18,16:00:00,Monday,Android,United States,Landing
2021-10-18,16:00:00,Monday,Windows,United States,Landing
2021-10-18,16:00:00,Monday,Mac,United Kingdom,Landing
2021-10-18,16:00:00,Monday,Windows,Canada,Landing
2021-10-18,16:00:00,Monday,Windows,Russia,Landing
2021-10-18,16:00:00,Monday,Mac,United States,Landing
2021-10-18,16:00:00,Monday,Android,Canada,Landing
2021-10-18,16:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,16:00:00,Monday,iOS,New Zealand,Shopping Cart
2021-10-18,16:00:00,Monday,Windows,United States,Landing
2021-10-18,17:00:00,Monday,Windows,Canada,Landing
2021-10-18,17:00:00,Monday,iOS,Brazil,Detail
2021-10-18,17:00:00,Monday,Mac,Australia,Landing
2021-10-18,17:00:00,Monday,Android,New Zealand,Landing
2021-10-18,17:00:00,Monday,Windows,Australia,Detail
2021-10-18,17:00:00,Monday,Linux,United States,Landing
2021-10-18,17:00:00,Monday,Windows,United States,Landing
2021-10-18,17:00:00,Monday,Linux,United Kingdom,Landing
2021-10-18,17:00:00,Monday,Windows,Australia,Landing
2021-10-18,17:00:00,Monday,iOS,Canada,Landing
2021-10-18,17:00:00,Monday,Linux,Australia,Shopping Cart
2021-10-18,17:00:00,Monday,Android,United States,Checkout
2021-10-18,17:00:00,Monday,Windows,Canada,Landing
2021-10-18,17:00:00,Monday,Windows,Australia,Landing
2021-10-18,17:00:00,Monday,Windows,New Zealand,Shopping Cart
2021-10-18,17:00:00,Monday,Android,New Zealand,Landing
2021-10-18,17:00:00,Monday,iOS,United States,Landing
2021-10-18,17:00:00,Monday,iOS,Canada,Detail
2021-10-18,17:00:00,Monday,Mac,New Zealand,Landing
2021-10-18,17:00:00,Monday,Android,Canada,Landing
2021-10-18,17:00:00,Monday,iOS,United States,Checkout
2021-10-18,17:00:00,Monday,iOS,Australia,Landing
2021-10-18,18:00:00,Monday,Android,Canada,Landing
2021-10-18,18:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,18:00:00,Monday,Windows,United States,Landing
2021-10-18,18:00:00,Monday,Mac,United States,Landing
2021-10-18,18:00:00,Monday,Windows,Australia,Landing
2021-10-18,18:00:00,Monday,Android,Germany,Landing
2021-10-18,18:00:00,Monday,Windows,Brazil,Landing
2021-10-18,18:00:00,Monday,iOS,Canada,Landing
2021-10-18,18:00:00,Monday,Mac,Australia,Landing
2021-10-18,18:00:00,Monday,Linux,New Zealand,Detail
2021-10-18,18:00:00,Monday,Android,United Kingdom,Landing
2021-10-18,18:00:00,Monday,Windows,Australia,Landing
2021-10-18,18:00:00,Monday,Android,Canada,Detail
2021-10-18,18:00:00,Monday,Android,New Zealand,Landing
2021-10-18,18:00:00,Monday,Linux,Australia,Checkout
2021-10-18,18:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,18:00:00,Monday,Mac,United States,Detail
2021-10-18,18:00:00,Monday,Windows,United States,Detail
2021-10-18,18:00:00,Monday,Windows,United States,Landing
2021-10-18,18:00:00,Monday,Windows,United Kingdom,Order completed
2021-10-18,18:00:00,Monday,Android,United Kingdom,Checkout
2021-10-18,18:00:00,Monday,Windows,Russia,Landing
2021-10-18,18:00:00,Monday,iOS,Canada,Order completed
2021-10-18,19:00:00,Monday,Android,New Zealand,Landing
2021-10-18,19:00:00,Monday,iOS,United States,Landing
2021-10-18,19:00:00,Monday,Android,United States,Shopping Cart
2021-10-18,19:00:00,Monday,Android,United States,Detail
2021-10-18,19:00:00,Monday,Android,Canada,Landing
2021-10-18,19:00:00,Monday,iOS,Australia,Landing
2021-10-18,19:00:00,Monday,Android,Canada,Landing
2021-10-18,19:00:00,Monday,Mac,Canada,Landing
2021-10-18,19:00:00,Monday,Android,Brazil,Detail
2021-10-18,19:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,19:00:00,Monday,Windows,United Kingdom,Shopping Cart
2021-10-18,19:00:00,Monday,iOS,United States,Landing
2021-10-18,19:00:00,Monday,iOS,United Kingdom,Detail
2021-10-18,19:00:00,Monday,Android,Russia,Landing
2021-10-18,19:00:00,Monday,iOS,Canada,Landing
2021-10-18,19:00:00,Monday,Windows,United States,Landing
2021-10-18,19:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,19:00:00,Monday,Android,Canada,Landing
2021-10-18,19:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,19:00:00,Monday,iOS,United States,Detail
2021-10-18,19:00:00,Monday,Windows,United States,Shopping Cart
2021-10-18,19:00:00,Monday,Android,New Zealand,Landing
2021-10-18,19:00:00,Monday,Android,United States,Order completed
2021-10-18,19:00:00,Monday,Android,United Kingdom,Shopping Cart
2021-10-18,20:00:00,Monday,Windows,United Kingdom,Detail
2021-10-18,20:00:00,Monday,Windows,United States,Landing
2021-10-18,20:00:00,Monday,Linux,Australia,Landing
2021-10-18,20:00:00,Monday,Windows,United States,Checkout
2021-10-18,20:00:00,Monday,iOS,United States,Landing
2021-10-18,20:00:00,Monday,Windows,United Kingdom,Detail
2021-10-18,20:00:00,Monday,Android,New Zealand,Landing
2021-10-18,20:00:00,Monday,Windows,United States,Detail
2021-10-18,20:00:00,Monday,Windows,United States,Detail
2021-10-18,20:00:00,Monday,Mac,Canada,Landing
2021-10-18,20:00:00,Monday,Mac,United States,Detail
2021-10-18,20:00:00,Monday,Android,United States,Landing
2021-10-18,20:00:00,Monday,Windows,Russia,Landing
2021-10-18,21:00:00,Monday,Android,New Zealand,Shopping Cart
2021-10-18,21:00:00,Monday,Windows,United States,Order completed
2021-10-18,21:00:00,Monday,Windows,Canada,Landing
2021-10-18,21:00:00,Monday,Mac,Australia,Shopping Cart
2021-10-18,21:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,21:00:00,Monday,Android,Australia,Landing
2021-10-18,21:00:00,Monday,Windows,United States,Landing
2021-10-18,21:00:00,Monday,Mac,United States,Checkout
2021-10-18,21:00:00,Monday,Windows,United States,Detail
2021-10-18,21:00:00,Monday,Linux,Russia,Detail
2021-10-18,21:00:00,Monday,Mac,Canada,Checkout
2021-10-18,21:00:00,Monday,Windows,Australia,Shopping Cart
2021-10-18,21:00:00,Monday,Linux,United States,Landing
2021-10-18,21:00:00,Monday,Windows,Canada,Shopping Cart
2021-10-18,21:00:00,Monday,Windows,Russia,Landing
2021-10-18,21:00:00,Monday,Windows,United States,Checkout
2021-10-18,21:00:00,Monday,Windows,Canada,Landing
2021-10-18,21:00:00,Monday,Mac,United States,Landing
2021-10-18,21:00:00,Monday,Linux,Brazil,Order completed
2021-10-18,21:00:00,Monday,Mac,United Kingdom,Landing
2021-10-18,21:00:00,Monday,Windows,United States,Landing
2021-10-18,22:00:00,Monday,Windows,United Kingdom,Landing
2021-10-18,22:00:00,Monday,Android,United Kingdom,Checkout
2021-10-18,22:00:00,Monday,Linux,Canada,Checkout
2021-10-18,22:00:00,Monday,Windows,Australia,Landing
2021-10-18,22:00:00,Monday,Mac,Canada,Detail
2021-10-18,22:00:00,Monday,Android,Canada,Landing
2021-10-18,22:00:00,Monday,Linux,United States,Detail
2021-10-18,23:00:00,Monday,Windows,United States,Detail
2021-10-18,23:00:00,Monday,iOS,New Zealand,Checkout
2021-10-18,23:00:00,Monday,Mac,United States,Checkout
2021-10-18,23:00:00,Monday,Mac,Brazil,Landing
2021-10-18,23:00:00,Monday,Mac,United States,Checkout
2021-10-18,23:00:00,Monday,Android,United States,Detail
2021-10-18,23:00:00,Monday,iOS,United States,Landing
2021-10-18,23:00:00,Monday,Android,Canada,Checkout
2021-10-18,23:00:00,Monday,Mac,United States,Shopping Cart
2021-10-18,23:00:00,Monday,Android,United States,Shopping Cart
2021-10-18,23:00:00,Monday,Android,Canada,Order completed
2021-10-19,00:00:00,Tuesday,Android,Australia,Detail
2021-10-19,00:00:00,Tuesday,Mac,United States,Landing
2021-10-19,00:00:00,Tuesday,Android,Canada,Shopping Cart
2021-10-19,00:00:00,Tuesday,Android,United Kingdom,Landing
2021-10-19,00:00:00,Tuesday,Windows,Germany,Order completed
2021-10-19,00:00:00,Tuesday,Android,New Zealand,Order completed
2021-10-19,00:00:00,Tuesday,Mac,Australia,Detail
2021-10-19,00:00:00,Tuesday,Windows,Brazil,Landing
2021-10-19,00:00:00,Tuesday,Windows,United States,Detail
2021-10-19,00:00:00,Tuesday,Windows,Canada,Landing
2021-10-19,01:00:00,Tuesday,Mac,United Kingdom,Landing
2021-10-19,01:00:00,Tuesday,Android,United States,Shopping Cart
2021-10-19,01:00:00,Tuesday,Android,United Kingdom,Landing
2021-10-19,01:00:00,Tuesday,Mac,New Zealand,Landing
2021-10-19,01:00:00,Tuesday,Android,United Kingdom,Landing
2021-10-19,01:00:00,Tuesday,Windows,United Kingdom,Order completed
2021-10-19,01:00:00,Tuesday,Mac,United States,Landing
2021-10-19,01:00:00,Tuesday,Android,United States,Detail
2021-10-19,01:00:00,Tuesday,Windows,United States,Shopping Cart
2021-10-19,01:00:00,Tuesday,Windows,Canada,Landing
2021-10-19,01:00:00,Tuesday,Windows,Brazil,Landing
2021-10-19,01:00:00,Tuesday,Android,United States,Detail
2021-10-19,02:00:00,Tuesday,Windows,United States,Shopping Cart
2021-10-19,02:00:00,Tuesday,Windows,Canada,Checkout
2021-10-19,02:00:00,Tuesday,Windows,United States,Landing
2021-10-19,02:00:00,Tuesday,Windows,United Kingdom,Landing
